type,volatile acidity,chlorides,density,pH,alcohol,quality
white,0.26,0.05,0.9929,3.08,9.8,6
white,0.28,0.04,0.9948,3.19,9.4,6
white,0.41,0.051,0.9976,3.05,8.7,5
white,0.28,0.038,0.9912,3.32,11.6,7
white,0.34,0.047,0.9987,3.04,8.8,5
white,0.2,0.032,0.99,3.16,12.7,7
white,0.2,0.035,0.991,3.17,11.7,7
white,0.22,0.047,0.9933,3.13,10.2,6
white,0.23,0.047,0.9933,3.13,10.2,6
white,0.22,0.033,0.9899,3.15,12.7,7
white,0.28,0.038,0.9912,3.32,11.6,7
white,0.38,0.034,0.9912,3.38,12.3,7
white,0.41,0.051,0.9976,3.05,8.7,5
white,0.18,0.042,0.994,3.35,9.4,5
white,0.3,0.056,0.9947,3.13,10.1,6
white,0.24,0.042,0.9954,2.86,9.7,6
white,0.25,0.046,0.993,3.42,10.1,7
white,0.24,0.042,0.9954,2.86,9.7,6
white,0.26,0.049,0.9963,3.13,8.9,6
white,0.32,0.034,0.992,3.47,10.8,7
white,0.28,0.036,0.9926,3.42,10.8,7
white,0.23,0.04,0.995,3.19,9.5,6
white,0.31,0.059,0.9983,2.94,9.1,5
white,0.2,0.037,0.992,3.32,10.9,6
white,0.41,0.043,0.9968,3.2,9.4,5
white,0.45,0.03,0.9905,2.97,10.8,5
white,0.475,0.03,0.9904,2.97,10.8,5
white,0.27,0.051,0.9926,3.45,10.5,7
white,0.41,0.043,0.9968,3.2,9.4,5
white,0.29,0.034,0.9928,3.17,10.8,6
white,0.27,0.036,0.9949,3.35,10.5,8
white,0.19,0.036,0.9909,3.08,11.5,7
white,0.3,0.18,0.9937,3.11,9.4,6
white,0.24,0.045,0.9914,2.88,10.8,6
white,0.45,0.03,0.9905,2.97,10.8,5
white,0.475,0.03,0.9904,2.97,10.8,5
white,0.26,0.052,0.9924,2.99,9.8,6
white,0.26,0.052,0.9924,2.99,9.8,6
white,0.25,0.049,0.9965,3.43,9.6,5
white,0.25,0.049,0.9965,3.43,9.6,5
white,0.28,0.044,0.9993,3.34,9.5,5
white,0.37,0.061,0.9965,3.48,10.7,6
white,0.36,0.037,0.9908,3.25,12.4,8
white,0.24,0.032,0.992,3.09,11.1,6
white,0.23,0.047,0.9978,2.99,8.8,5
white,0.21,0.045,0.9978,3,8.7,5
white,0.21,0.045,0.9978,3,8.7,5
white,0.23,0.047,0.9978,2.99,8.8,5
white,0.32,0.037,0.9912,3.21,11.7,7
white,0.26,0.051,0.9928,3.23,10.9,6
white,0.24,0.051,0.9928,3.23,10.8,6
white,0.19,0.057,0.993,3.12,9.6,6
white,0.46,0.084,0.9993,3.18,9,5
white,0.26,0.083,0.9965,2.85,9,5
white,0.32,0.043,0.9937,3.36,10.4,6
white,0.24,0.045,0.9913,3.23,11.4,5
white,0.36,0.066,0.9934,3.26,9.3,5
white,0.24,0.039,0.9952,3.33,11,8
white,0.56,0.096,0.9983,3.32,9.1,4
white,0.32,0.048,0.9957,3.23,9.4,6
white,0.32,0.048,0.9957,3.23,9.4,6
white,0.31,0.036,0.9916,3.18,10.5,6
white,0.23,0.05,0.9999,3.22,8.8,5
white,0.23,0.05,0.9999,3.22,8.8,5
white,0.24,0.04,0.9936,3.26,10.7,6
white,0.29,0.045,0.9972,3.33,9.5,5
white,0.17,0.033,0.9933,3.43,10.9,6
white,0.14,0.027,0.9934,3.49,10.8,6
white,0.17,0.037,0.9931,3.41,10.8,7
white,0.28,0.053,0.9976,3.1,9.2,5
white,0.35,0.046,0.9937,3.3,10.3,5
white,0.335,0.046,0.9937,3.3,10.3,5
white,0.235,0.047,0.991,3.34,11,7
white,0.28,0.054,0.9979,3.25,9,4
white,0.21,0.046,0.9971,3.36,10.4,6
white,0.24,0.05,0.9969,3.31,9.5,5
white,0.24,0.051,0.9968,3.31,9.5,5
white,0.26,0.058,0.9961,3.24,9,5
white,0.33,0.061,0.993,3.09,9.5,4
white,0.105,0.05,0.9973,3.16,9,6
white,0.32,0.041,0.9944,3.16,10,5
white,0.26,0.067,0.9986,3.07,9.1,7
white,0.26,0.067,0.9986,3.07,9.1,7
white,0.26,0.067,0.9986,3.07,9.1,7
white,0.26,0.067,0.9986,3.07,9.1,7
white,0.24,0.053,0.9972,3.34,9.5,6
white,0.21,0.048,0.9917,3.33,11.4,7
white,0.27,0.03,0.992,3.11,12.2,6
white,0.27,0.028,0.9932,3.04,11.3,6
white,0.34,0.05,0.9936,3.25,10.2,5
white,0.27,0.052,0.9915,3.24,11.3,5
white,0.29,0.038,0.9922,3.15,10,4
white,0.28,0.049,0.9934,3.15,9.4,5
white,0.25,0.032,0.9952,3.37,12.2,7
white,0.57,0.094,0.9972,3.4,9.2,4
white,0.28,0.049,0.9934,3.15,9.4,5
white,0.17,0.052,0.9958,3.35,9.6,6
white,0.28,0.056,0.9944,3.28,9.5,5
white,0.22,0.036,0.9908,3.35,12.5,6
white,0.17,0.052,0.9958,3.35,9.6,6
white,0.14,0.047,0.9925,3.35,10,6
white,0.24,0.047,0.9966,3.18,9.3,5
white,0.42,0.058,0.9972,3.14,9.3,6
white,0.28,0.038,0.9912,3.29,11.6,6
white,0.32,0.039,0.995,3.38,12.5,8
white,0.31,0.038,0.9928,3.36,10.6,6
white,0.32,0.047,0.9968,3.08,9.4,5
white,0.28,0.056,0.9955,3.19,9.1,6
white,0.29,0.057,0.9981,3.23,9,6
white,0.32,0.033,0.991,3.42,11.8,7
white,0.32,0.033,0.991,3.42,11.8,7
white,0.32,0.033,0.991,3.42,11.8,7
white,0.28,0.043,0.992,3.17,10,5
white,0.34,0.058,0.9931,3.06,9.7,5
white,0.25,0.052,0.997,3.24,9.5,6
white,0.27,0.24,0.9948,3.12,9.4,5
white,0.46,0.052,0.9923,3.03,11.2,5
white,0.36,0.051,0.9976,3.25,9,5
white,0.22,0.043,0.9938,3.3,10.7,7
white,0.67,0.29,0.9984,3.08,9,4
white,0.28,0.044,0.9972,3.14,9.1,6
white,0.17,0.039,0.9922,3.26,10.8,7
white,0.2,0.043,0.9935,3.31,10.1,4
white,0.36,0.037,0.9944,3.17,9.9,6
white,0.36,0.036,0.9942,3.17,9.8,5
white,0.37,0.036,0.9944,3.17,9.8,5
white,0.29,0.041,0.9997,3.16,9.5,6
white,0.34,0.047,0.9977,3.23,9.5,5
white,0.19,0.022,0.9912,3.23,11.1,6
white,0.31,0.039,0.9982,3.06,9.5,5
white,0.31,0.039,0.9982,3.06,9.5,5
white,0.31,0.042,0.9983,3.06,9.4,5
white,0.4,0.042,0.998,3.06,9.7,5
white,0.34,0.03,0.9894,3.41,13.9,7
white,0.38,0.042,0.9927,3.22,10.1,4
white,0.33,0.038,0.9917,3.12,10.5,6
white,0.25,0.037,0.9904,3.42,12.6,6
white,0.27,0.032,0.993,2.89,10.9,5
white,0.31,0.041,0.9941,3.15,10,5
white,0.18,0.046,0.9943,3.13,11.2,6
white,0.2,0.05,0.99855,3.11,10,6
white,0.47,0.044,0.99345,3.14,9.2,5
white,0.25,0.046,0.998,3.35,9.5,5
white,0.27,0.035,0.9916,3.1,12.3,6
white,0.27,0.035,0.9916,3.1,12.3,6
white,0.31,0.04,0.99475,3.32,10,5
white,0.39,0.038,0.99325,3.41,10.8,6
white,0.21,0.038,0.9933,3.49,10.5,7
white,0.42,0.048,0.9969,3.06,9.2,6
white,0.27,0.042,1.0002,2.96,9.1,5
white,0.21,0.038,0.9933,3.49,10.5,7
white,0.29,0.042,0.9937,3.45,10.2,7
white,0.29,0.053,0.99685,3.02,8.9,5
white,0.3,0.046,0.99455,3.5,10.4,5
white,0.31,0.032,0.9917,3.37,11.7,6
white,0.33,0.02,0.99035,3.26,12.4,8
white,0.3,0.028,0.9914,3.14,10.9,7
white,0.39,0.041,0.99225,3.15,10.2,5
white,0.24,0.038,0.99155,3.37,11.7,7
white,0.21,0.057,0.9954,2.99,9.4,5
white,0.16,0.043,0.99455,3.35,10.5,5
white,0.33,0.185,0.9924,3.12,9.4,5
white,0.23,0.042,0.99695,3.35,10.4,6
white,0.25,0.044,0.99655,3.25,9.5,6
white,0.28,0.022,0.9934,3.01,11.1,7
white,0.25,0.052,0.998,3.02,9.1,6
white,0.38,0.04,0.9971,3.28,9.2,5
white,0.25,0.038,0.9948,3.14,9.6,6
white,0.25,0.052,0.998,3.02,9.1,6
white,0.38,0.04,0.9971,3.28,9.2,5
white,0.21,0.021,0.99215,3.17,10.8,7
white,0.25,0.038,0.9948,3.14,9.6,6
white,0.39,0.022,0.9915,3.31,12.6,3
white,0.2,0.031,0.99115,3.44,11,6
white,0.2,0.03,0.9932,3.28,10.2,6
white,0.26,0.034,0.9977,3.33,9.4,5
white,0.38,0.041,0.99535,3.17,10,5
white,0.2,0.022,0.99165,3.26,12.2,6
white,0.21,0.033,0.9953,3.22,10.5,6
white,0.29,0.024,0.9928,3.04,11.5,6
white,0.18,0.049,0.9958,3.3,9.8,6
white,0.3,0.025,0.9928,3.04,11.4,6
white,0.29,0.024,0.9928,3.04,11.5,6
white,0.2,0.036,0.9964,3.15,10.2,6
white,0.2,0.038,0.9987,3.16,9.4,6
white,0.21,0.033,0.9953,3.22,10.5,6
white,0.35,0.11,0.9932,3.09,9.1,5
white,0.28,0.032,0.9907,3.25,12.2,7
white,0.25,0.056,0.99755,3.42,9.5,5
white,0.22,0.051,0.99935,3.4,9.3,6
white,0.14,0.051,0.9932,3.3,9.8,7
white,0.13,0.047,0.9932,3.3,9.8,7
white,0.18,0.049,0.9958,3.3,9.8,6
white,0.2,0.05,0.99585,3.3,9.8,6
white,0.24,0.057,1.00055,3,8.7,5
white,0.44,0.039,0.9985,3.37,10.2,6
white,0.3,0.042,0.99505,3.22,9.5,6
white,0.27,0.05,0.992,2.94,11,6
white,0.5,0.078,0.9988,3.08,9.2,5
white,0.2,0.028,0.99175,3.21,10.9,6
white,0.11,0.043,0.9962,3.42,9.3,7
white,0.11,0.043,0.9962,3.42,9.3,7
white,0.12,0.045,0.9942,3.41,9.8,7
white,0.16,0.13,0.9927,3.12,9.3,7
white,0.21,0.135,0.9927,3.12,9.3,7
white,0.27,0.039,0.99985,3.4,9.4,5
white,0.27,0.035,0.997,3.2,10.4,9
white,0.225,0.115,0.9918,3.24,12.1,6
white,0.14,0.039,0.99215,3.02,11,6
white,0.23,0.052,0.99865,3.12,9,5
white,0.22,0.053,0.9992,3.37,9.5,7
white,0.17,0.053,1.0006,3.28,8.8,8
white,0.395,0.042,0.99135,3.37,11.2,4
white,0.29,0.056,0.99715,3.08,9.3,6
white,0.22,0.053,0.9992,3.37,9.5,7
white,0.17,0.053,1.0006,3.28,8.8,8
white,0.23,0.052,0.99865,3.12,9,5
white,0.3,0.039,0.99815,3.27,9.3,6
white,0.34,0.04,0.99815,3.27,9.2,6
white,0.34,0.04,0.99815,3.27,9.2,6
white,0.34,0.037,0.9949,3.46,10,7
white,0.3,0.039,0.99815,3.27,9.3,6
white,0.34,0.04,0.99815,3.27,9.2,6
white,0.24,0.033,0.99225,3.39,10.9,7
white,0.46,0.046,0.99445,3.1,10,5
white,0.24,0.033,0.99225,3.39,10.9,7
white,0.32,0.049,0.99335,3.03,9.3,5
white,0.31,0.05,0.99625,3.09,9,5
white,0.42,0.054,0.9971,3.02,9.2,6
white,0.24,0.046,0.9983,3.28,9.6,6
white,0.18,0.041,0.99445,3.42,9.4,6
white,0.18,0.036,0.99085,3.34,11.1,8
white,0.27,0.036,0.9977,3.06,8.9,6
white,0.28,0.048,0.9953,3.19,9.3,5
white,0.39,0.044,0.99775,3.07,9.3,5
white,0.21,0.039,0.99795,3.41,9.8,7
white,0.32,0.032,0.99505,3.22,9.8,6
white,0.27,0.036,0.9977,3.06,8.9,6
white,0.31,0.046,0.9975,3.17,9.6,5
white,0.29,0.046,0.99745,3.16,9.6,6
white,0.39,0.046,0.9976,3.15,9,6
white,0.3,0.046,0.99775,3.17,9.5,6
white,0.28,0.048,0.9953,3.19,9.3,5
white,0.41,0.063,0.9932,3.21,9.2,6
white,0.35,0.055,0.99405,3.42,9.1,7
white,0.26,0.045,1,3.38,9.5,6
white,0.35,0.072,0.99785,3.03,10.5,6
white,0.3,0.04,0.9939,3.01,9,5
white,0.18,0.036,0.9939,3.16,11.7,5
white,0.56,0.034,0.99675,3.2,9.1,5
white,0.3,0.04,0.9939,3.01,9,5
white,0.56,0.034,0.99675,3.2,9.1,5
white,0.36,0.021,0.98965,3.41,12.4,9
white,0.655,0.071,0.9971,2.96,9.2,6
white,0.18,0.053,0.99445,3.3,9.4,5
white,0.19,0.047,0.9945,3.34,9.6,6
white,0.18,0.036,0.9939,3.16,11.7,5
white,0.21,0.042,0.9958,3.26,9.8,6
white,0.25,0.046,0.9956,3.33,10.2,6
white,0.24,0.031,0.99055,3.28,12.5,9
white,0.16,0.044,0.9959,3.16,10.9,7
white,0.16,0.043,0.9925,3.16,11,7
white,0.205,0.06,0.9963,3.72,10.5,6
white,0.17,0.037,0.9935,3.05,11.5,4
white,0.3,0.044,0.99105,3.36,12.8,8
white,0.25,0.035,0.99045,3.18,12.2,6
white,0.205,0.06,0.9963,3.72,10.5,6
white,0.42,0.04,0.99155,3.14,12.8,8
white,0.25,0.034,0.99085,3.25,11.9,8
white,0.25,0.034,0.99085,3.25,11.9,8
white,0.25,0.034,0.99085,3.25,11.9,8
white,0.34,0.034,0.9924,3.16,12,7
white,0.33,0.036,0.9924,3.16,12,7
white,0.23,0.044,0.99975,3.12,8.8,7
white,0.23,0.044,0.99975,3.12,8.8,7
white,0.19,0.036,0.99315,3.21,10.8,7
white,0.21,0.034,0.9917,3.3,11,8
white,0.21,0.034,0.9917,3.3,11,8
white,0.22,0.035,0.99845,3.02,9.3,5
white,0.34,0.026,0.9921,3.08,10.8,5
white,0.23,0.044,0.99975,3.12,8.8,7
white,0.2,0.03,0.9909,3.31,11.5,6
white,0.19,0.036,0.99315,3.21,10.8,7
white,0.38,0.042,0.99855,3.1,9.4,5
white,0.18,0.036,0.9934,3.27,9.5,7
white,0.34,0.039,0.9978,3.06,8.6,5
white,0.18,0.036,0.9934,3.27,9.5,7
white,0.2,0.038,0.9949,3.49,10.3,7
white,0.38,0.042,0.99855,3.1,9.4,5
white,0.4,0.042,0.9986,3.1,9.4,5
white,0.22,0.038,0.99725,3.17,10,7
white,0.3,0.17,0.9946,3.18,9.4,5
white,0.27,0.03,0.99255,3.22,10.4,8
white,0.25,0.041,0.9996,3.29,9.1,7
white,0.34,0.028,0.9939,3.36,9.9,6
white,0.28,0.029,0.99,3.24,12.1,6
white,0.33,0.028,0.9937,3.35,9.9,5
white,0.27,0.021,0.9886,3.12,12.5,6
white,0.18,0.036,0.9934,3.27,9.5,7
white,0.18,0.042,1,3.24,8.5,8
white,0.28,0.04,0.9994,3.28,9,7
white,0.24,0.037,0.9926,3.19,10.1,6
white,0.45,0.08,0.9956,3.04,9.4,5
white,0.34,0.039,0.9978,3.06,8.6,5
white,0.26,0.03,0.9915,3.06,10.7,6
white,0.17,0.037,0.9939,2.89,9.6,3
white,0.15,0.029,0.9932,3.35,10.1,5
white,0.21,0.037,0.993,3.2,10,7
white,0.36,0.018,0.9898,3.28,12.7,9
white,0.28,0.119,0.9921,3.19,10.2,6
white,0.16,0.126,0.9932,3.23,8.9,6
white,0.12,0.037,0.9919,3.41,11.9,8
white,0.21,0.037,0.993,3.2,10,7
white,0.36,0.04,0.9953,3.19,9.9,6
white,0.26,0.022,0.9928,3.13,11.5,6
white,0.26,0.022,0.9928,3.13,11.5,6
white,0.23,0.035,0.9976,3.35,9.8,6
white,0.34,0.024,0.9906,3.4,12.2,7
white,0.26,0.04,0.9918,3.19,11.4,6
white,0.3,0.044,0.99185,3.37,11,7
white,0.26,0.04,0.9918,3.19,11.4,6
white,0.3,0.044,0.99185,3.37,11,7
white,0.31,0.046,0.994,3.3,9.9,6
white,0.26,0.031,0.9908,3.42,11,7
white,0.26,0.036,0.9928,3.58,9.4,5
white,0.31,0.037,0.9896,3.12,12.2,7
white,0.26,0.031,0.9908,3.42,11,7
white,0.19,0.043,0.9918,3.23,10.3,6
white,0.18,0.047,0.9952,3.22,10.5,6
white,0.29,0.044,0.9923,3.08,10.5,6
white,0.26,0.039,0.9915,3.05,10.9,6
white,0.18,0.047,0.9952,3.22,10.5,6
white,0.2,0.052,0.9947,3.32,11,7
white,0.29,0.046,0.9983,3.25,9.7,6
white,0.28,0.048,0.9975,3.08,8.9,5
white,0.31,0.047,0.995,3.2,9.6,6
white,0.21,0.056,0.9944,3.02,8.8,8
white,0.19,0.047,0.994,3.06,11.1,4
white,0.27,0.048,0.9944,3.08,10.3,4
white,0.25,0.036,0.9908,3.28,12.2,8
white,0.23,0.054,0.99795,3.32,9.8,4
white,0.24,0.049,0.9985,3.08,8.8,5
white,0.33,0.04,0.99425,3.15,9.9,5
white,0.33,0.042,0.99425,3.15,9.9,5
white,0.34,0.041,0.9943,3.15,9.9,5
white,0.29,0.038,0.9924,3.36,9.2,5
white,0.32,0.05,0.9946,3.24,9.5,4
white,0.29,0.038,0.9924,3.36,9.2,5
white,0.13,0.042,0.995,3.36,10.3,7
white,0.3,0.037,0.9919,2.93,11,6
white,0.24,0.031,0.99,3.06,11.9,6
white,0.18,0.04,0.9923,2.94,10.2,7
white,0.11,0.057,0.9956,3.55,9.4,7
white,0.32,0.036,0.9978,3.13,8.9,6
white,0.32,0.036,0.9978,3.13,8.9,6
white,0.26,0.044,0.9967,3.17,10,6
white,0.28,0.044,0.9934,3.45,10.7,8
white,0.27,0.047,0.9936,3.28,9.8,5
white,0.595,0.042,0.9932,3.36,9.3,5
white,0.25,0.057,0.9934,3.02,9.5,7
white,0.25,0.055,0.998,3.58,10,5
white,0.36,0.044,0.9978,3.15,9,5
white,0.17,0.017,0.9929,3.14,11.9,7
white,0.26,0.033,0.9974,3.08,8.9,5
white,0.26,0.046,0.99685,3.18,10,6
white,0.29,0.037,0.99495,3.26,9.6,5
white,0.28,0.039,0.99745,3.08,8.9,5
white,0.27,0.041,0.99505,3.12,8.9,5
white,0.43,0.048,0.992,3.08,11.4,5
white,0.36,0.044,0.9978,3.15,9,5
white,0.35,0.044,0.9956,3.36,10,6
white,0.24,0.044,0.9982,3.06,9.6,7
white,0.34,0.034,0.99485,3.14,9.7,5
white,0.27,0.037,0.9971,3.25,9.5,6
white,0.415,0.039,0.99265,3.54,10,7
white,0.48,0.03,0.9904,3.14,12.2,7
white,0.18,0.051,0.9965,3.28,8.7,7
white,0.15,0.058,0.9946,3.52,10.2,7
white,0.345,0.047,0.99965,2.96,9.6,5
white,0.16,0.039,0.9935,2.96,10,5
white,0.705,0.048,0.996,3.36,9.5,4
white,0.25,0.034,0.9942,3.18,11.5,5
white,0.345,0.043,0.9936,3.08,9.5,5
white,0.22,0.035,0.9965,3.08,9.8,6
white,0.17,0.028,0.9928,3.23,10.1,6
white,0.23,0.042,0.9928,2.99,10,5
white,0.22,0.035,0.9965,3.08,9.8,6
white,0.345,0.043,0.9936,3.08,9.5,5
white,0.32,0.042,0.9938,3.07,9.5,5
white,0.23,0.041,0.9926,3.39,10.2,7
white,0.2,0.039,0.9926,3.39,10.2,7
white,0.24,0.05,0.9983,3.03,9,6
white,0.24,0.05,0.9983,3.03,9,6
white,0.42,0.037,0.992,3.13,12.3,7
white,0.24,0.05,0.9983,3.03,9,6
white,0.19,0.023,0.9923,3.37,11.6,6
white,0.26,0.034,0.9972,3.28,9.5,6
white,0.23,0.035,0.9928,3.15,11.5,5
white,0.34,0.041,0.9928,3.13,9.6,6
white,0.22,0.039,0.9994,3.24,9,6
white,0.08,0.028,0.991,3.34,12,7
white,0.42,0.019,0.9906,3.33,11.4,7
white,0.42,0.017,0.9894,3.38,12.3,7
white,0.27,0.02,0.9898,3.32,12.6,7
white,0.22,0.039,0.9994,3.24,9,6
white,0.08,0.028,0.991,3.34,12,7
white,0.13,0.046,0.9925,3.32,11.7,6
white,0.3,0.054,0.9956,3.12,9.2,5
white,0.13,0.058,0.9946,3.51,10.3,6
white,0.14,0.05,0.9966,3.25,8.6,5
white,0.28,0.037,0.9951,3.39,10.7,7
white,0.2,0.15,0.9927,3.12,9.8,5
white,0.19,0.152,0.9927,3.12,9.8,6
white,0.28,0.037,0.9951,3.39,10.7,7
white,0.39,0.027,0.9894,3.5,12.5,6
white,0.36,0.026,0.9907,3.41,11.9,6
white,0.19,0.043,0.9925,3.44,10.8,5
white,0.41,0.05,0.9928,3.42,10.5,6
white,0.28,0.054,0.9941,3.12,10.3,6
white,0.3,0.053,0.9941,3.12,10.3,6
white,0.19,0.043,0.9925,3.44,10.8,5
white,0.28,0.036,0.9935,3.06,12,7
white,0.16,0.04,0.9932,2.95,10.2,6
white,0.26,0.046,0.9944,3.14,10.2,4
white,0.25,0.049,0.9972,3.19,9.9,5
white,0.24,0.046,0.994,3.38,10.1,4
white,0.18,0.04,0.9956,3.25,9.5,6
white,0.27,0.046,0.9927,3.05,10.5,6
white,0.26,0.046,0.9924,3.29,10.4,5
white,0.24,0.062,0.9966,3.31,9.5,6
white,0.24,0.056,0.9997,3.05,9.2,6
white,0.21,0.046,0.9936,3.05,10.1,7
white,0.19,0.05,0.9936,3.15,9.8,7
white,0.28,0.045,0.9952,3.09,9.4,5
white,0.28,0.045,0.9952,3.09,9.4,6
white,0.24,0.063,0.9928,3.31,10.4,7
white,0.36,0.038,0.9911,3.34,11.3,6
white,0.18,0.044,0.993,3.42,10.8,6
white,0.36,0.038,0.9911,3.34,11.3,6
white,0.52,0.052,0.9932,3.32,9.3,5
white,0.22,0.059,0.993,3.37,10.3,7
white,0.15,0.055,0.993,3.08,10.5,6
white,0.16,0.043,0.9932,3.11,10.3,6
white,0.16,0.048,0.9932,3.24,11.2,7
white,0.16,0.057,0.9943,3.15,10.3,6
white,0.25,0.048,0.9968,3.19,9.5,5
white,0.16,0.064,0.9994,3.66,8.9,5
white,0.39,0.036,0.9926,3.03,10.2,5
white,0.37,0.071,0.9968,2.98,9.2,5
white,0.16,0.043,0.9932,3.11,10.3,6
white,0.18,0.045,0.9916,2.95,10.5,6
white,0.14,0.049,0.9946,3.21,9.5,6
white,0.2,0.041,0.9925,3.11,11.4,7
white,0.2,0.041,0.9925,3.11,11.4,7
white,0.19,0.019,0.9935,3.25,11.1,8
white,0.19,0.06,0.9962,3.13,10.5,6
white,0.34,0.088,0.9928,3.51,12,6
white,0.15,0.039,0.993,3.38,9.7,6
white,0.14,0.042,0.993,3.32,10.2,6
white,0.55,0.04,0.9956,3.09,9.5,4
white,0.24,0.052,0.9941,3.41,10.4,7
white,0.6,0.05,0.9972,3.19,9.3,4
white,0.2,0.054,0.9948,3.48,10.5,6
white,0.34,0.047,0.9955,3.35,10,6
white,0.3,0.055,0.9972,3.49,10.2,6
white,0.3,0.055,0.9972,3.49,10.2,6
white,0.64,0.244,0.9983,2.87,9.1,3
white,0.17,0.04,0.9942,3.16,10.2,6
white,0.17,0.06,0.9936,3.54,10.7,5
white,0.47,0.044,0.9956,3.21,9.7,5
white,0.15,0.034,0.9953,3.37,9.3,7
white,0.17,0.035,0.9918,3.05,11,5
white,0.68,0.047,0.995,3.22,10.8,4
white,0.275,0.039,0.992,3.01,10.7,5
white,0.49,0.043,0.9952,3.24,10.7,4
white,0.33,0.048,1.001,2.95,8.8,5
white,0.21,0.049,0.9924,3.16,10.9,7
white,0.15,0.05,0.9932,3.14,10.5,5
white,0.19,0.046,0.9937,3.29,10,5
white,0.31,0.029,0.9918,3.07,10.4,5
white,0.4,0.038,0.9934,3.03,9.2,5
white,0.37,0.035,0.991,3.31,12.6,6
white,0.24,0.048,0.9962,3.1,9,5
white,0.21,0.137,0.9932,3.03,9.2,6
white,0.29,0.035,0.9908,2.99,11.3,5
white,0.29,0.05,0.9962,3.12,10.3,4
white,0.31,0.029,0.9918,3.07,10.4,5
white,0.26,0.049,0.9941,2.96,10,5
white,0.21,0.06,0.9931,3.51,10.7,6
white,0.51,0.093,0.9981,3.41,9,5
white,0.21,0.06,0.9931,3.51,10.7,6
white,0.3,0.077,0.9944,3.3,8.7,4
white,0.26,0.054,0.992,3.09,11.6,7
white,0.21,0.07,0.9966,3.34,9.4,5
white,0.26,0.079,0.9956,3.31,9.5,5
white,0.26,0.073,0.9956,3.3,9.5,5
white,0.26,0.072,0.9949,3.37,10.9,6
white,0.22,0.054,1.0002,3.22,9.7,5
white,0.3,0.048,0.9942,3.08,9.1,6
white,0.19,0.037,0.9923,3.1,11.1,7
white,0.33,0.024,0.9917,2.96,12.6,7
white,0.2,0.031,0.9931,3.35,11,6
white,0.37,0.04,0.992,3,11.3,7
white,0.22,0.054,1.0002,3.22,9.7,5
white,0.29,0.036,0.9953,2.96,10.9,7
white,0.34,0.048,0.9951,2.97,10.9,5
white,0.55,0.049,0.9974,3.17,9.3,6
white,0.4,0.033,0.9904,3.22,12.7,7
white,0.28,0.048,0.9974,3.37,10.1,6
white,0.26,0.037,0.9944,3.18,10,5
white,0.26,0.051,1.0004,3.49,9.8,5
white,0.34,0.046,0.9952,3.29,10.1,6
white,0.15,0.059,0.9956,3.43,9,7
white,0.27,0.038,0.995,3.28,9.4,6
white,0.27,0.038,0.995,3.28,9.4,6
white,0.2,0.048,0.9995,3.03,9.2,6
white,0.23,0.035,0.9942,3.36,10.1,7
white,0.31,0.041,0.9977,3.06,8.6,5
white,0.24,0.027,0.992,3.55,11.2,8
white,0.24,0.037,0.992,3.17,11.2,8
white,0.2,0.048,0.9995,3.03,9.2,6
white,0.17,0.034,0.9934,3.19,10.6,7
white,0.21,0.049,1.0006,3.01,9.3,6
white,0.21,0.048,0.9982,3.05,8.9,6
white,0.21,0.069,0.9928,3.42,10.6,6
white,0.17,0.038,0.9945,3.1,10.6,7
white,0.24,0.045,0.9963,3.09,8.8,5
white,0.24,0.033,0.9906,3.59,11,8
white,0.28,0.04,0.9956,3.32,10.2,6
white,0.23,0.035,0.9942,3.36,10.1,7
white,0.29,0.039,0.9962,3.31,10.1,6
white,0.29,0.025,0.9894,3.39,14,7
white,0.27,0.038,0.995,3.28,9.4,6
white,0.17,0.028,0.9908,3.27,11.8,6
white,0.16,0.033,0.9914,3.44,11.4,5
white,0.29,0.036,0.9938,3.12,10.7,5
white,0.31,0.041,0.9977,3.06,8.6,5
white,0.32,0.028,0.9922,3.51,11.5,7
white,0.24,0.027,0.992,3.55,11.2,8
white,0.37,0.029,0.9903,3.3,12.6,7
white,0.29,0.024,0.9893,3.21,12.6,7
white,0.22,0.054,0.9952,3.04,9.3,4
white,0.37,0.029,0.9903,3.3,12.6,7
white,0.18,0.04,0.9912,3.06,12.1,6
white,0.22,0.053,0.9983,3.52,9.9,6
white,0.18,0.047,0.9937,3.28,10.7,5
white,0.52,0.047,0.9932,3.26,10,4
white,0.15,0.047,0.9928,3.13,10.4,8
white,0.415,0.04,0.9922,3.29,10.5,5
white,0.45,0.037,0.9976,3.31,9.7,5
white,0.415,0.04,0.9922,3.29,10.5,5
white,0.5,0.042,0.9974,3.28,9,5
white,0.105,0.051,0.998,3.54,9.2,6
white,0.4,0.047,0.9931,3.17,10.1,6
white,0.25,0.04,0.9911,3.35,11.4,7
white,0.36,0.042,0.9944,2.93,10.8,5
white,0.23,0.044,0.9937,2.96,10.9,5
white,0.55,0.047,0.9974,3.2,9.2,6
white,0.115,0.038,0.989,3.12,12.9,7
white,0.125,0.042,0.992,3.23,12,7
white,0.1,0.047,0.9928,3.27,9.5,5
white,0.25,0.031,0.9918,3.06,11.8,7
white,0.2,0.048,0.9936,3.19,9.1,6
white,0.23,0.047,0.9944,3.2,9.7,6
white,0.39,0.043,0.9988,3.17,9.1,5
white,0.22,0.053,0.994,2.99,10,5
white,0.41,0.042,0.9953,3.25,10.4,5
white,0.25,0.048,0.9986,3.44,9.5,6
