type,volatile acidity,chlorides,density,alcohol,quality
white,0.32,0.033,0.991,11.8,7
white,0.32,0.033,0.991,11.8,7
white,0.28,0.043,0.992,10,5
white,0.34,0.058,0.9931,9.7,5
white,0.25,0.052,0.997,9.5,6
white,0.27,0.24,0.9948,9.4,5
white,0.46,0.052,0.9923,11.2,5
white,0.36,0.051,0.9976,9,5
white,0.22,0.043,0.9938,10.7,7
white,0.67,0.29,0.9984,9,4
white,0.28,0.044,0.9972,9.1,6
white,0.17,0.039,0.9922,10.8,7
white,0.2,0.043,0.9935,10.1,4
white,0.36,0.037,0.9944,9.9,6
white,0.36,0.036,0.9942,9.8,5
white,0.37,0.036,0.9944,9.8,5
white,0.29,0.041,0.9997,9.5,6
white,0.34,0.047,0.9977,9.5,5
white,0.19,0.022,0.9912,11.1,6
white,0.31,0.039,0.9982,9.5,5
white,0.31,0.039,0.9982,9.5,5
white,0.31,0.042,0.9983,9.4,5
white,0.4,0.042,0.998,9.7,5
white,0.34,0.03,0.9894,13.9,7
white,0.38,0.042,0.9927,10.1,4
white,0.33,0.038,0.9917,10.5,6
white,0.25,0.037,0.9904,12.6,6
white,0.27,0.032,0.993,10.9,5
white,0.31,0.041,0.9941,10,5
white,0.18,0.046,0.9943,11.2,6
white,0.2,0.05,0.99855,10,6
white,0.47,0.044,0.99345,9.2,5
white,0.25,0.046,0.998,9.5,5
white,0.27,0.035,0.9916,12.3,6
white,0.27,0.035,0.9916,12.3,6
white,0.31,0.04,0.99475,10,5
white,0.39,0.038,0.99325,10.8,6
white,0.21,0.038,0.9933,10.5,7
white,0.42,0.048,0.9969,9.2,6
white,0.27,0.042,1.0002,9.1,5
white,0.21,0.038,0.9933,10.5,7
white,0.29,0.042,0.9937,10.2,7
white,0.29,0.053,0.99685,8.9,5
white,0.3,0.046,0.99455,10.4,5
white,0.31,0.032,0.9917,11.7,6
white,0.33,0.02,0.99035,12.4,8
white,0.3,0.028,0.9914,10.9,7
white,0.39,0.041,0.99225,10.2,5
white,0.24,0.038,0.99155,11.7,7
white,0.21,0.057,0.9954,9.4,5
white,0.16,0.043,0.99455,10.5,5
white,0.33,0.185,0.9924,9.4,5
white,0.23,0.042,0.99695,10.4,6
white,0.25,0.044,0.99655,9.5,6
white,0.28,0.022,0.9934,11.1,7
white,0.25,0.052,0.998,9.1,6
white,0.38,0.04,0.9971,9.2,5
white,0.25,0.038,0.9948,9.6,6
white,0.25,0.052,0.998,9.1,6
white,0.38,0.04,0.9971,9.2,5
white,0.21,0.021,0.99215,10.8,7
white,0.25,0.038,0.9948,9.6,6
white,0.39,0.022,0.9915,12.6,3
white,0.2,0.031,0.99115,11,6
white,0.2,0.03,0.9932,10.2,6
white,0.26,0.034,0.9977,9.4,5
white,0.38,0.041,0.99535,10,5
white,0.2,0.022,0.99165,12.2,6
white,0.21,0.033,0.9953,10.5,6
white,0.29,0.024,0.9928,11.5,6
white,0.18,0.049,0.9958,9.8,6
white,0.3,0.025,0.9928,11.4,6
white,0.29,0.024,0.9928,11.5,6
white,0.2,0.036,0.9964,10.2,6
white,0.2,0.038,0.9987,9.4,6
white,0.21,0.033,0.9953,10.5,6
white,0.35,0.11,0.9932,9.1,5
white,0.28,0.032,0.9907,12.2,7
white,0.25,0.056,0.99755,9.5,5
white,0.22,0.051,0.99935,9.3,6
white,0.14,0.051,0.9932,9.8,7
white,0.13,0.047,0.9932,9.8,7
white,0.18,0.049,0.9958,9.8,6
white,0.2,0.05,0.99585,9.8,6
white,0.24,0.057,1.00055,8.7,5
white,0.44,0.039,0.9985,10.2,6
white,0.3,0.042,0.99505,9.5,6
white,0.27,0.05,0.992,11,6
white,0.5,0.078,0.9988,9.2,5
white,0.2,0.028,0.99175,10.9,6
white,0.11,0.043,0.9962,9.3,7
white,0.11,0.043,0.9962,9.3,7
white,0.12,0.045,0.9942,9.8,7
white,0.16,0.13,0.9927,9.3,7
white,0.21,0.135,0.9927,9.3,7
white,0.27,0.039,0.99985,9.4,5
white,0.27,0.035,0.997,10.4,9
white,0.225,0.115,0.9918,12.1,6
white,0.14,0.039,0.99215,11,6
white,0.23,0.052,0.99865,9,5
white,0.22,0.053,0.9992,9.5,7
white,0.17,0.053,1.0006,8.8,8
white,0.395,0.042,0.99135,11.2,4
white,0.29,0.056,0.99715,9.3,6
white,0.22,0.053,0.9992,9.5,7
white,0.17,0.053,1.0006,8.8,8
white,0.23,0.052,0.99865,9,5
white,0.3,0.039,0.99815,9.3,6
white,0.34,0.04,0.99815,9.2,6
white,0.34,0.04,0.99815,9.2,6
white,0.34,0.037,0.9949,10,7
white,0.3,0.039,0.99815,9.3,6
white,0.34,0.04,0.99815,9.2,6
white,0.24,0.033,0.99225,10.9,7
white,0.46,0.046,0.99445,10,5
white,0.24,0.033,0.99225,10.9,7
white,0.32,0.049,0.99335,9.3,5
white,0.31,0.05,0.99625,9,5
white,0.42,0.054,0.9971,9.2,6
white,0.24,0.046,0.9983,9.6,6
white,0.18,0.041,0.99445,9.4,6
white,0.18,0.036,0.99085,11.1,8
white,0.27,0.036,0.9977,8.9,6
white,0.28,0.048,0.9953,9.3,5
white,0.39,0.044,0.99775,9.3,5
white,0.21,0.039,0.99795,9.8,7
white,0.32,0.032,0.99505,9.8,6
white,0.27,0.036,0.9977,8.9,6
white,0.31,0.046,0.9975,9.6,5
white,0.29,0.046,0.99745,9.6,6
white,0.39,0.046,0.9976,9,6
white,0.3,0.046,0.99775,9.5,6
white,0.28,0.048,0.9953,9.3,5
white,0.41,0.063,0.9932,9.2,6
white,0.35,0.055,0.99405,9.1,7
white,0.26,0.045,1,9.5,6
white,0.35,0.072,0.99785,10.5,6
white,0.3,0.04,0.9939,9,5
white,0.18,0.036,0.9939,11.7,5
white,0.56,0.034,0.99675,9.1,5
white,0.3,0.04,0.9939,9,5
white,0.56,0.034,0.99675,9.1,5
white,0.36,0.021,0.98965,12.4,9
white,0.655,0.071,0.9971,9.2,6
white,0.18,0.053,0.99445,9.4,5
white,0.19,0.047,0.9945,9.6,6
white,0.18,0.036,0.9939,11.7,5
white,0.21,0.042,0.9958,9.8,6
white,0.25,0.046,0.9956,10.2,6
white,0.24,0.031,0.99055,12.5,9
white,0.16,0.044,0.9959,10.9,7
white,0.16,0.043,0.9925,11,7
white,0.205,0.06,0.9963,10.5,6
white,0.17,0.037,0.9935,11.5,4
white,0.3,0.044,0.99105,12.8,8
white,0.25,0.035,0.99045,12.2,6
white,0.205,0.06,0.9963,10.5,6
white,0.42,0.04,0.99155,12.8,8
white,0.25,0.034,0.99085,11.9,8
white,0.25,0.034,0.99085,11.9,8
white,0.25,0.034,0.99085,11.9,8
white,0.34,0.034,0.9924,12,7
white,0.33,0.036,0.9924,12,7
white,0.23,0.044,0.99975,8.8,7
white,0.23,0.044,0.99975,8.8,7
white,0.19,0.036,0.99315,10.8,7
white,0.21,0.034,0.9917,11,8
white,0.21,0.034,0.9917,11,8
white,0.22,0.035,0.99845,9.3,5
white,0.34,0.026,0.9921,10.8,5
white,0.23,0.044,0.99975,8.8,7
white,0.2,0.03,0.9909,11.5,6
white,0.19,0.036,0.99315,10.8,7
white,0.38,0.042,0.99855,9.4,5
white,0.18,0.036,0.9934,9.5,7
white,0.34,0.039,0.9978,8.6,5
white,0.18,0.036,0.9934,9.5,7
white,0.2,0.038,0.9949,10.3,7
white,0.38,0.042,0.99855,9.4,5
white,0.4,0.042,0.9986,9.4,5
white,0.22,0.038,0.99725,10,7
white,0.3,0.17,0.9946,9.4,5
white,0.27,0.03,0.99255,10.4,8
white,0.25,0.041,0.9996,9.1,7
white,0.34,0.028,0.9939,9.9,6
white,0.28,0.029,0.99,12.1,6
white,0.33,0.028,0.9937,9.9,5
white,0.27,0.021,0.9886,12.5,6
white,0.18,0.036,0.9934,9.5,7
white,0.18,0.042,1,8.5,8
white,0.28,0.04,0.9994,9,7
white,0.24,0.037,0.9926,10.1,6
white,0.45,0.08,0.9956,9.4,5
white,0.34,0.039,0.9978,8.6,5
white,0.26,0.03,0.9915,10.7,6
white,0.17,0.037,0.9939,9.6,3
white,0.15,0.029,0.9932,10.1,5
white,0.21,0.037,0.993,10,7
white,0.36,0.018,0.9898,12.7,9
white,0.28,0.119,0.9921,10.2,6
white,0.16,0.126,0.9932,8.9,6
white,0.12,0.037,0.9919,11.9,8
white,0.21,0.037,0.993,10,7
white,0.36,0.04,0.9953,9.9,6
white,0.26,0.022,0.9928,11.5,6
white,0.26,0.022,0.9928,11.5,6
white,0.23,0.035,0.9976,9.8,6
white,0.34,0.024,0.9906,12.2,7
white,0.26,0.04,0.9918,11.4,6
white,0.3,0.044,0.99185,11,7
white,0.26,0.04,0.9918,11.4,6
white,0.3,0.044,0.99185,11,7
white,0.31,0.046,0.994,9.9,6
white,0.26,0.031,0.9908,11,7
white,0.26,0.036,0.9928,9.4,5
white,0.31,0.037,0.9896,12.2,7
white,0.26,0.031,0.9908,11,7
white,0.19,0.043,0.9918,10.3,6
white,0.18,0.047,0.9952,10.5,6
white,0.29,0.044,0.9923,10.5,6
white,0.26,0.039,0.9915,10.9,6
white,0.18,0.047,0.9952,10.5,6
white,0.2,0.052,0.9947,11,7
white,0.29,0.046,0.9983,9.7,6
white,0.28,0.048,0.9975,8.9,5
white,0.31,0.047,0.995,9.6,6
white,0.21,0.056,0.9944,8.8,8
white,0.19,0.047,0.994,11.1,4
white,0.27,0.048,0.9944,10.3,4
white,0.25,0.036,0.9908,12.2,8
white,0.23,0.054,0.99795,9.8,4
white,0.24,0.049,0.9985,8.8,5
white,0.33,0.04,0.99425,9.9,5
white,0.33,0.042,0.99425,9.9,5
white,0.34,0.041,0.9943,9.9,5
white,0.29,0.038,0.9924,9.2,5
white,0.32,0.05,0.9946,9.5,4
white,0.29,0.038,0.9924,9.2,5
white,0.13,0.042,0.995,10.3,7
white,0.3,0.037,0.9919,11,6
white,0.24,0.031,0.99,11.9,6
white,0.18,0.04,0.9923,10.2,7
white,0.11,0.057,0.9956,9.4,7
white,0.32,0.036,0.9978,8.9,6
white,0.32,0.036,0.9978,8.9,6
white,0.26,0.044,0.9967,10,6
white,0.28,0.044,0.9934,10.7,8
white,0.27,0.047,0.9936,9.8,5
white,0.595,0.042,0.9932,9.3,5
white,0.25,0.057,0.9934,9.5,7
white,0.25,0.055,0.998,10,5
white,0.36,0.044,0.9978,9,5
white,0.17,0.017,0.9929,11.9,7
white,0.26,0.033,0.9974,8.9,5
white,0.26,0.046,0.99685,10,6
white,0.29,0.037,0.99495,9.6,5
white,0.28,0.039,0.99745,8.9,5
white,0.27,0.041,0.99505,8.9,5
white,0.43,0.048,0.992,11.4,5
white,0.36,0.044,0.9978,9,5
white,0.35,0.044,0.9956,10,6
white,0.24,0.044,0.9982,9.6,7
white,0.34,0.034,0.99485,9.7,5
white,0.27,0.037,0.9971,9.5,6
white,0.415,0.039,0.99265,10,7
white,0.48,0.03,0.9904,12.2,7
white,0.18,0.051,0.9965,8.7,7
white,0.15,0.058,0.9946,10.2,7
white,0.345,0.047,0.99965,9.6,5
white,0.16,0.039,0.9935,10,5
white,0.705,0.048,0.996,9.5,4
white,0.25,0.034,0.9942,11.5,5
white,0.345,0.043,0.9936,9.5,5
white,0.22,0.035,0.9965,9.8,6
white,0.17,0.028,0.9928,10.1,6
white,0.23,0.042,0.9928,10,5
white,0.22,0.035,0.9965,9.8,6
white,0.345,0.043,0.9936,9.5,5
white,0.32,0.042,0.9938,9.5,5
white,0.23,0.041,0.9926,10.2,7
white,0.2,0.039,0.9926,10.2,7
white,0.24,0.05,0.9983,9,6
white,0.24,0.05,0.9983,9,6
white,0.42,0.037,0.992,12.3,7
white,0.24,0.05,0.9983,9,6
white,0.19,0.023,0.9923,11.6,6
white,0.26,0.034,0.9972,9.5,6
white,0.23,0.035,0.9928,11.5,5
white,0.34,0.041,0.9928,9.6,6
white,0.22,0.039,0.9994,9,6
white,0.08,0.028,0.991,12,7
white,0.42,0.019,0.9906,11.4,7
white,0.42,0.017,0.9894,12.3,7
white,0.27,0.02,0.9898,12.6,7
white,0.22,0.039,0.9994,9,6
white,0.08,0.028,0.991,12,7
white,0.13,0.046,0.9925,11.7,6
white,0.3,0.054,0.9956,9.2,5
white,0.13,0.058,0.9946,10.3,6
white,0.14,0.05,0.9966,8.6,5
white,0.28,0.037,0.9951,10.7,7
white,0.2,0.15,0.9927,9.8,5
white,0.19,0.152,0.9927,9.8,6
white,0.28,0.037,0.9951,10.7,7
white,0.39,0.027,0.9894,12.5,6
white,0.36,0.026,0.9907,11.9,6
white,0.19,0.043,0.9925,10.8,5
white,0.41,0.05,0.9928,10.5,6
white,0.28,0.054,0.9941,10.3,6
white,0.3,0.053,0.9941,10.3,6
white,0.19,0.043,0.9925,10.8,5
white,0.28,0.036,0.9935,12,7
white,0.16,0.04,0.9932,10.2,6
white,0.26,0.046,0.9944,10.2,4
white,0.25,0.049,0.9972,9.9,5
white,0.24,0.046,0.994,10.1,4
white,0.18,0.04,0.9956,9.5,6
white,0.27,0.046,0.9927,10.5,6
white,0.26,0.046,0.9924,10.4,5
white,0.24,0.062,0.9966,9.5,6
white,0.24,0.056,0.9997,9.2,6
white,0.21,0.046,0.9936,10.1,7
white,0.19,0.05,0.9936,9.8,7
white,0.28,0.045,0.9952,9.4,5
white,0.28,0.045,0.9952,9.4,6
white,0.24,0.063,0.9928,10.4,7
white,0.36,0.038,0.9911,11.3,6
white,0.18,0.044,0.993,10.8,6
white,0.36,0.038,0.9911,11.3,6
white,0.52,0.052,0.9932,9.3,5
white,0.22,0.059,0.993,10.3,7
white,0.15,0.055,0.993,10.5,6
white,0.16,0.043,0.9932,10.3,6
white,0.16,0.048,0.9932,11.2,7
white,0.16,0.057,0.9943,10.3,6
white,0.25,0.048,0.9968,9.5,5
white,0.16,0.064,0.9994,8.9,5
white,0.39,0.036,0.9926,10.2,5
white,0.37,0.071,0.9968,9.2,5
white,0.16,0.043,0.9932,10.3,6
white,0.18,0.045,0.9916,10.5,6
white,0.14,0.049,0.9946,9.5,6
white,0.2,0.041,0.9925,11.4,7
white,0.2,0.041,0.9925,11.4,7
white,0.19,0.019,0.9935,11.1,8
white,0.19,0.06,0.9962,10.5,6
white,0.34,0.088,0.9928,12,6
white,0.15,0.039,0.993,9.7,6
white,0.14,0.042,0.993,10.2,6
white,0.55,0.04,0.9956,9.5,4
white,0.24,0.052,0.9941,10.4,7
white,0.6,0.05,0.9972,9.3,4
white,0.2,0.054,0.9948,10.5,6
white,0.34,0.047,0.9955,10,6
white,0.3,0.055,0.9972,10.2,6
white,0.3,0.055,0.9972,10.2,6
white,0.64,0.244,0.9983,9.1,3
white,0.17,0.04,0.9942,10.2,6
white,0.17,0.06,0.9936,10.7,5
white,0.47,0.044,0.9956,9.7,5
white,0.15,0.034,0.9953,9.3,7
white,0.17,0.035,0.9918,11,5
white,0.68,0.047,0.995,10.8,4
white,0.275,0.039,0.992,10.7,5
white,0.49,0.043,0.9952,10.7,4
white,0.33,0.048,1.001,8.8,5
white,0.21,0.049,0.9924,10.9,7
white,0.15,0.05,0.9932,10.5,5
white,0.19,0.046,0.9937,10,5
white,0.31,0.029,0.9918,10.4,5
white,0.4,0.038,0.9934,9.2,5
white,0.37,0.035,0.991,12.6,6
white,0.24,0.048,0.9962,9,5
white,0.21,0.137,0.9932,9.2,6
white,0.29,0.035,0.9908,11.3,5
white,0.29,0.05,0.9962,10.3,4
white,0.31,0.029,0.9918,10.4,5
white,0.26,0.049,0.9941,10,5
white,0.21,0.06,0.9931,10.7,6
white,0.51,0.093,0.9981,9,5
white,0.21,0.06,0.9931,10.7,6
white,0.3,0.077,0.9944,8.7,4
white,0.26,0.054,0.992,11.6,7
white,0.21,0.07,0.9966,9.4,5
white,0.26,0.079,0.9956,9.5,5
white,0.26,0.073,0.9956,9.5,5
white,0.26,0.072,0.9949,10.9,6
white,0.22,0.054,1.0002,9.7,5
white,0.3,0.048,0.9942,9.1,6
white,0.19,0.037,0.9923,11.1,7
white,0.33,0.024,0.9917,12.6,7
white,0.2,0.031,0.9931,11,6
white,0.37,0.04,0.992,11.3,7
white,0.22,0.054,1.0002,9.7,5
white,0.29,0.036,0.9953,10.9,7
white,0.34,0.048,0.9951,10.9,5
white,0.55,0.049,0.9974,9.3,6
white,0.4,0.033,0.9904,12.7,7
white,0.28,0.048,0.9974,10.1,6
white,0.26,0.037,0.9944,10,5
white,0.26,0.051,1.0004,9.8,5
white,0.34,0.046,0.9952,10.1,6
white,0.15,0.059,0.9956,9,7
white,0.27,0.038,0.995,9.4,6
white,0.27,0.038,0.995,9.4,6
white,0.2,0.048,0.9995,9.2,6
white,0.23,0.035,0.9942,10.1,7
white,0.31,0.041,0.9977,8.6,5
white,0.24,0.027,0.992,11.2,8
white,0.24,0.037,0.992,11.2,8
white,0.2,0.048,0.9995,9.2,6
white,0.17,0.034,0.9934,10.6,7
white,0.21,0.049,1.0006,9.3,6
white,0.21,0.048,0.9982,8.9,6
white,0.21,0.069,0.9928,10.6,6
white,0.17,0.038,0.9945,10.6,7
white,0.24,0.045,0.9963,8.8,5
white,0.24,0.033,0.9906,11,8
white,0.28,0.04,0.9956,10.2,6
white,0.23,0.035,0.9942,10.1,7
white,0.29,0.039,0.9962,10.1,6
white,0.29,0.025,0.9894,14,7
white,0.27,0.038,0.995,9.4,6
white,0.17,0.028,0.9908,11.8,6
white,0.16,0.033,0.9914,11.4,5
white,0.29,0.036,0.9938,10.7,5
white,0.31,0.041,0.9977,8.6,5
white,0.32,0.028,0.9922,11.5,7
white,0.24,0.027,0.992,11.2,8
white,0.37,0.029,0.9903,12.6,7
white,0.29,0.024,0.9893,12.6,7
white,0.22,0.054,0.9952,9.3,4
white,0.37,0.029,0.9903,12.6,7
white,0.18,0.04,0.9912,12.1,6
white,0.22,0.053,0.9983,9.9,6
white,0.18,0.047,0.9937,10.7,5
white,0.52,0.047,0.9932,10,4
white,0.15,0.047,0.9928,10.4,8
white,0.415,0.04,0.9922,10.5,5
white,0.45,0.037,0.9976,9.7,5
white,0.415,0.04,0.9922,10.5,5
white,0.5,0.042,0.9974,9,5
white,0.105,0.051,0.998,9.2,6
white,0.4,0.047,0.9931,10.1,6
white,0.25,0.04,0.9911,11.4,7
white,0.36,0.042,0.9944,10.8,5
white,0.23,0.044,0.9937,10.9,5
white,0.55,0.047,0.9974,9.2,6
white,0.115,0.038,0.989,12.9,7
white,0.125,0.042,0.992,12,7
white,0.1,0.047,0.9928,9.5,5
white,0.25,0.031,0.9918,11.8,7
white,0.2,0.048,0.9936,9.1,6
white,0.23,0.047,0.9944,9.7,6
white,0.39,0.043,0.9988,9.1,5
white,0.22,0.053,0.994,10,5
white,0.41,0.042,0.9953,10.4,5
white,0.25,0.048,0.9986,9.5,6
white,0.26,0.027,0.9914,12.3,8
white,0.31,0.031,0.9934,11.7,8
white,0.28,0.058,0.996,9.5,5
white,0.31,0.034,0.9937,11.5,5
white,0.16,0.076,0.9921,10.6,6
white,0.34,0.052,0.998,10.2,5
white,0.28,0.058,0.996,9.5,5
white,0.24,0.048,0.9933,10.5,5
white,0.25,0.047,0.9933,10.5,5
white,0.32,0.041,0.9959,8.9,5
white,0.27,0.031,0.9936,10.6,5
white,0.34,0.041,0.9953,9.5,5
white,0.17,0.025,0.9938,10.8,6
white,0.25,0.038,0.9952,9.5,5
white,0.32,0.042,0.9959,8.9,5
white,0.32,0.041,0.9959,8.9,5
white,0.6,0.042,0.9937,9.4,4
white,0.395,0.035,0.992,10.6,6
white,0.16,0.037,0.9967,9,4
white,0.33,0.034,0.9944,10.5,4
white,0.3,0.054,0.9998,9,6
white,0.3,0.054,0.9998,9,6
white,0.26,0.201,0.9942,9.4,6
white,0.3,0.054,0.9998,9,6
white,0.14,0.055,0.9945,9.6,6
white,0.3,0.054,0.9998,9,6
white,0.25,0.043,0.9946,10.2,7
white,0.26,0.201,0.9942,9.4,6
white,0.23,0.057,0.9928,10.4,6
white,0.24,0.03,0.9946,10.4,5
white,0.45,0.039,0.9927,9.5,5
white,0.23,0.044,0.9938,10.6,6
white,0.2,0.037,0.9918,11,5
white,0.14,0.055,0.9945,9.6,6
white,0.25,0.062,0.9966,9.9,6
white,0.61,0.03,0.9954,9.6,5
white,0.21,0.036,0.9913,12.8,6
white,0.22,0.045,0.9931,11.4,5
white,0.26,0.036,0.9986,10,6
white,0.25,0.042,0.9965,9.1,5
white,0.32,0.039,0.9984,9.4,7
white,0.25,0.042,0.9952,10.2,6
white,0.44,0.036,0.9956,9.2,5
white,0.2,0.044,0.9949,9.4,5
white,0.61,0.03,0.9954,9.6,5
white,0.42,0.029,0.996,10.1,6
white,0.22,0.045,0.9931,11.4,5
white,0.26,0.025,0.992,10.6,6
white,0.46,0.033,0.9912,12.8,7
white,0.41,0.065,0.9978,8.9,5
white,0.32,0.048,0.9938,9.3,5
white,0.21,0.026,0.9914,11.1,8
white,0.21,0.037,0.9932,9.9,6
white,0.26,0.068,0.9944,9.6,5
white,0.21,0.036,0.9913,12.8,6
white,0.25,0.024,0.9948,10.7,7
white,0.26,0.074,0.998,9.2,6
white,0.22,0.042,0.9998,9.1,7
white,0.37,0.025,0.9964,9.6,6
white,0.22,0.038,0.9992,9.2,6
white,0.25,0.024,0.9948,10.7,7
white,0.22,0.042,0.9998,9.1,7
white,0.26,0.074,0.998,9.2,6
white,0.25,0.02,0.9939,10.7,7
white,0.18,0.027,0.992,10.8,6
white,0.17,0.028,0.9922,10.8,7
white,0.3,0.046,0.9955,9,5
white,0.33,0.049,0.9917,10.7,6
white,0.33,0.049,0.9917,10.7,6
white,0.33,0.047,0.9954,9.4,5
white,0.26,0.037,0.9986,8.8,6
white,0.3,0.046,0.9955,9,5
white,0.21,0.031,0.9917,11.5,6
white,0.23,0.03,0.9907,12.5,6
white,0.28,0.042,0.9922,10.5,6
white,0.27,0.064,0.9958,9.7,5
white,0.32,0.04,0.993,11.3,6
white,0.33,0.049,0.9917,10.7,6
white,0.24,0.033,0.9926,10.8,6
white,0.28,0.045,0.9959,10.6,5
white,0.37,0.034,0.9906,11.7,8
white,0.61,0.301,0.9993,9.2,5
white,0.26,0.027,0.993,11.1,8
white,0.37,0.034,0.9906,11.7,8
white,0.23,0.044,0.992,11,6
white,0.4,0.034,0.992,12.5,7
white,0.28,0.038,0.994,10,6
white,0.28,0.045,0.9959,10.6,5
white,0.23,0.033,0.9908,12.3,7
white,0.32,0.023,0.9902,12.7,6
white,0.23,0.033,0.9908,12.3,7
white,0.18,0.039,0.9943,10.5,5
white,0.26,0.047,0.9921,12.5,6
white,0.33,0.033,0.9911,12.4,3
white,0.29,0.043,0.9986,8.7,6
white,0.41,0.03,0.992,12.4,7
white,0.44,0.033,0.992,12.6,7
white,0.39,0.037,0.9943,11,6
white,0.26,0.043,0.9937,10.1,6
white,0.32,0.036,0.993,10.5,5
white,0.32,0.023,0.9902,12.7,6
white,0.24,0.024,0.9928,10.9,5
white,0.44,0.041,0.9896,13.5,7
white,0.25,0.042,0.998,9.7,5
white,0.14,0.041,0.9954,9.2,6
white,0.18,0.036,0.9938,10.6,7
white,0.43,0.033,0.9918,13.3,7
white,0.44,0.041,0.9896,13.5,7
white,0.26,0.037,0.9944,10.1,5
white,0.66,0.042,0.9999,9.4,4
white,0.2,0.055,0.9953,10.6,7
white,0.21,0.046,0.992,11.3,6
white,0.18,0.045,0.9925,10.8,7
white,0.57,0.051,0.9981,10.4,5
white,0.26,0.034,0.9952,10.5,7
white,0.245,0.049,0.9927,9.3,5
white,0.245,0.047,0.9927,9.3,6
white,0.25,0.037,0.9911,12.2,7
white,0.16,0.138,0.9936,9.2,5
white,0.22,0.057,0.9959,10.3,6
white,0.18,0.046,0.9946,9.4,6
white,0.17,0.036,0.9948,10.2,6
white,0.29,0.034,0.9955,9,6
white,0.21,0.036,0.9951,9.3,6
white,0.23,0.037,0.9952,9.2,6
white,0.19,0.05,0.9946,9.4,6
white,0.18,0.046,0.9946,9.4,6
white,0.29,0.039,0.9944,9.5,6
white,0.14,0.036,0.9938,9.9,5
white,0.31,0.059,0.9963,11.1,7
white,0.28,0.028,0.991,12.3,8
white,0.22,0.044,1.0003,8.6,7
white,0.31,0.04,0.9966,9.4,5
white,0.35,0.048,0.9993,9.4,6
white,0.22,0.044,1.0003,8.6,7
white,0.5,0.037,0.9938,10.9,5
white,0.39,0.169,0.9965,9.4,5
white,0.5,0.037,0.9938,10.9,5
white,0.35,0.048,0.9993,9.4,6
white,0.22,0.064,0.9938,9.2,6
white,0.22,0.044,1.0003,8.6,7
white,0.31,0.04,0.9966,9.4,5
white,0.24,0.083,0.9942,10.8,6
white,0.27,0.025,0.9928,10.5,6
white,0.16,0.026,0.991,12.5,6
white,0.27,0.028,0.9911,12.1,7
white,0.31,0.039,0.9977,8.7,5
white,0.45,0.026,0.9927,12.7,8
white,0.27,0.028,0.9911,12.1,7
white,0.16,0.026,0.991,12.5,6
white,0.16,0.05,0.9912,11.4,7
white,0.21,0.032,0.9907,12.9,7
white,0.32,0.029,0.9902,12.8,7
white,0.16,0.034,0.992,11.2,6
white,0.16,0.033,0.994,9.7,6
white,0.23,0.038,0.9966,9.7,6
white,0.17,0.037,0.993,10.3,6
white,0.39,0.03,0.993,11.6,4
white,0.41,0.031,0.993,11.6,4
white,0.23,0.038,0.9966,9.7,6
white,0.38,0.045,0.9942,10.9,6
white,0.42,0.045,0.9925,12.6,7
white,0.34,0.04,0.9925,12.4,6
white,0.23,0.042,0.9928,11.5,5
white,0.245,0.045,0.995,10.2,6
white,0.2,0.032,0.9939,11.4,5
white,0.19,0.067,0.9958,9.6,6
white,0.2,0.035,0.9952,10.3,6
white,0.59,0.038,1,9.3,5
white,0.14,0.05,0.9948,10.7,7
white,0.24,0.047,0.99,12.8,8
white,0.14,0.049,0.9958,9.5,5
white,0.15,0.046,0.9948,10.4,6
white,0.17,0.049,0.9949,10.3,6
white,0.365,0.041,0.997,9.9,6
white,0.23,0.039,0.9927,10.7,6
white,0.25,0.04,0.9938,10.5,5
white,0.32,0.046,0.9949,9.6,5
white,0.31,0.04,0.9953,9.3,6
white,0.2,0.044,0.997,10,6
white,0.255,0.026,0.9932,11.2,6
white,0.15,0.039,0.9927,10.8,5
white,0.15,0.044,0.9932,10.3,6
white,0.25,0.038,0.9955,8.8,5
white,0.19,0.044,0.9914,12.8,6
white,0.43,0.028,0.991,13.2,6
white,0.31,0.037,0.992,10.1,6
white,0.2,0.093,0.9924,11,5
white,0.16,0.043,0.9927,10.8,6
white,0.32,0.04,0.9911,12.8,7
white,0.22,0.042,0.9958,9.2,6
white,0.26,0.047,0.9928,10.5,6
white,0.37,0.028,0.9902,11.7,6
white,0.19,0.052,0.994,9.5,5
white,0.21,0.05,0.994,9.5,5
white,0.15,0.058,0.9972,8.8,6
white,0.16,0.05,1.0004,9.3,7
white,0.21,0.034,0.991,12.6,8
white,0.24,0.048,0.9918,12.4,6
white,0.21,0.047,0.995,10.1,6
white,0.29,0.042,0.9941,11.2,8
white,0.18,0.048,0.9956,10,5
white,0.18,0.048,0.9956,10,5
white,0.58,0.033,0.9959,10.8,6
white,0.16,0.04,0.9922,10,6
white,0.54,0.029,0.9931,10.4,5
white,0.58,0.033,0.9959,10.8,6
white,0.25,0.059,0.9984,9.8,6
white,0.23,0.041,0.9908,12.2,8
white,0.39,0.043,0.991,12.7,8
white,0.46,0.039,0.9928,12.2,7
white,0.35,0.039,0.9936,11.9,7
white,0.29,0.042,0.9941,11.2,8
white,0.35,0.042,0.9924,10.4,4
white,0.57,0.034,0.9917,12.8,7
white,0.37,0.027,0.9906,12.7,7
white,0.21,0.047,0.995,10.1,6
white,0.18,0.048,0.9956,10,5
white,0.13,0.04,0.9955,9,5
white,0.19,0.04,0.9907,11.4,5
